"GeneID";"Localization_keys";"confidence(plasma membrane)";"Localization";"confidence(ER)";"confidence(extracellular)";"confidence(lipid particles)";"confidence(integral membrane)";"confidence(cell wall)";"confidence(cytoskeleton)";"confidence(nucleus)";"predicted_localization";"confidence(mitochondria)";"confidence(golgi)";"confidence(vacuole)";"confidence(endosome)";"confidence(cytoplasm)";"confidence(?)";"confidence(transport vesicles)";"confidence(peroxisome)";"Correct_prediction"
"G235098";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"cytoplasm";0.0;0.0;0.0;0.0;0.9999999999999999;0.0;0.0;0.0;"false"
"G234837";"mitochondria";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.30000000000000004;"mitochondria";0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G234861";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.9999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G234992";"plasmamembrane";0.9999999999999999;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"plasma membrane";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"false"
"G236771";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"cytoplasm";0.0;0.0;0.0;0.0;0.9999999999999999;0.0;0.0;0.0;"false"
"G235794";"nucleus";0.5;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"plasma membrane";0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;"false"
"G235305";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"cytoplasm";0.0;0.0;0.0;0.0;0.9999999999999999;0.0;0.0;0.0;"false"
"G234490";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.9999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G234645";"vacuole";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"cytoplasm";0.30000000000000004;0.1;0.0;0.0;0.6;0.0;0.0;0.0;"false"
"G234247";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.9999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G234267";"cytoplasm";0.6;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"plasma membrane";0.0;0.2;0.0;0.0;0.2;0.0;0.0;0.0;"false"
"G237587";"cytoplasm";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"mitochondria";0.9999999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"false"
"G235746";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.30000000000000004;0.30000000000000004;"cytoplasm";0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;"false"
"G239343";"nucleus";0.2;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.2;"cytoplasm";0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;"false"
"G235794";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.9999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G237126";"cytoplasm";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"cytoplasm";0.0;0.0;0.0;0.0;0.9999999999999999;0.0;0.0;0.0;"true"
"G235108";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.30000000000000004;"cytoplasm";0.0;0.0;0.0;0.0;0.7;0.0;0.0;0.0;"false"
"G234213";"golgi";0.0;"?";0.4;0.0;0.0;0.0;0.0;0.2;0.0;"cytoplasm";0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;"false"
"G234433";"cytoplasm";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.6;"nucleus";0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;"false"
"G234974";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.9999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G235440";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.8999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;"true"
"G234414";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.9999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G235818";"nucleus";0.5;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.5;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G240237";"cytoplasm";0.0;"?";0.0;0.0;0.0;0.2;0.0;0.0;0.0;"cytoplasm";0.0;0.0;0.0;0.0;0.7999999999999999;0.0;0.0;0.0;"true"
"G234419";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.9999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G235904";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"cytoplasm";0.0;0.0;0.0;0.0;0.9999999999999999;0.0;0.0;0.0;"false"
"G235392";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.7999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;"true"
"G239588";"mitochondria";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"cytoplasm";0.0;0.0;0.2;0.0;0.7999999999999999;0.0;0.0;0.0;"false"
"G236523";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.2;0.0;"vacuole";0.0;0.0;0.7999999999999999;0.0;0.0;0.0;0.0;0.0;"false"
"G234339";"mitochondria";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"mitochondria";0.9999999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G235369";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.8999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;"true"
"G234974";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.9999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G235001";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.9999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G234226";"golgi";0.0;"?";0.2;0.0;0.0;0.0;0.0;0.0;0.4;"nucleus";0.0;0.2;0.0;0.0;0.2;0.0;0.0;0.0;"false"
"G235001";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.9999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G234573";"er";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"cytoplasm";0.4;0.0;0.0;0.0;0.6;0.0;0.0;0.0;"false"
"G235783";"nucleus";0.5;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"plasma membrane";0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;"false"
"G235377";"transportvesicles";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.4;"nucleus";0.0;0.4;0.0;0.0;0.0;0.0;0.2;0.0;"false"
"G234385";"mitochondria";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"cytoplasm";0.0;0.0;0.0;0.0;0.9999999999999999;0.0;0.0;0.0;"false"
"G234433";"cytoplasm";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.30000000000000004;"cytoplasm";0.0;0.0;0.0;0.0;0.7;0.0;0.0;0.0;"true"
"G240296";"er";0.6;"?";0.0;0.0;0.0;0.0;0.0;0.2;0.0;"plasma membrane";0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;"false"
"G235901";"cytoskeleton";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.6;0.2;"cytoskeleton";0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;"true"
"G234773";"mitochondria";0.2;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"cytoplasm";0.0;0.0;0.2;0.0;0.6;0.0;0.0;0.0;"false"
"G234573";"er";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"cytoplasm";0.4;0.0;0.0;0.0;0.6;0.0;0.0;0.0;"false"
"G235524";"cytoplasm";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.4;"cytoplasm";0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;"true"
"G235150";"er";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.8999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;"false"
"G234515";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.9999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G234385";"mitochondria";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"cytoplasm";0.0;0.0;0.0;0.0;0.9999999999999999;0.0;0.0;0.0;"false"
"G234249";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.1;0.8999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G238132";"golgi";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"vacuole";0.0;0.0;0.6;0.0;0.4;0.0;0.0;0.0;"false"
"G234881";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.9999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G236838";"er";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"mitochondria";0.6;0.0;0.0;0.0;0.4;0.0;0.0;0.0;"false"
"G235392";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.7999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;"true"
"G234086";"mitochondria";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"mitochondria";0.9999999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G234565";"er";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.9999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"false"
"G234837";"mitochondria";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.5;0.30000000000000004;"cytoskeleton";0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;"false"
"G235860";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.9999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G234515";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.2;0.7999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G235909";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.9999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G234573";"er";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"cytoplasm";0.4;0.0;0.0;0.0;0.6;0.0;0.0;0.0;"false"
"G235596";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.1;0.7;"nucleus";0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G236736";"cytoplasm";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.9999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"false"
"G234847";"nucleus";0.0;"?";0.6;0.0;0.0;0.0;0.0;0.0;0.0;"ER";0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;"false"
"G235770";"cytoplasm";0.5;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"plasma membrane";0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;"false"
"G235179";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.7;"nucleus";0.0;0.0;0.0;0.0;0.30000000000000004;0.0;0.0;0.0;"true"
"G239913";"plasmamembrane";0.2;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.4;"cytoplasm";0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;"false"
"G235933";"mitochondria";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"cytoplasm";0.0;0.0;0.0;0.0;0.7999999999999999;0.0;0.2;0.0;"false"
"G234314";"cytoplasm";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.1;0.5;"nucleus";0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;"false"
"G234704";"cytoplasm";0.4;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"cytoplasm";0.0;0.0;0.0;0.2;0.4;0.0;0.0;0.0;"true"
"G234739";"cytoplasm";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.6;"nucleus";0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;"false"
"G239273";"nucleus";0.4;"?";0.0;0.0;0.0;0.0;0.0;0.6;0.0;"cytoskeleton";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"false"
"G234701";"cytoplasm";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"mitochondria";0.6;0.0;0.0;0.0;0.4;0.0;0.0;0.0;"false"
"G235051";"transportvesicles";0.2;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.4;"nucleus";0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;"false"
"G235770";"cytoplasm";0.5;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"plasma membrane";0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;"false"
"G234161";"cytoskeleton";0.30000000000000004;"?";0.0;0.0;0.0;0.0;0.0;0.1;0.2;"plasma membrane";0.2;0.0;0.0;0.0;0.2;0.0;0.0;0.0;"false"
"G234433";"cytoplasm";0.30000000000000004;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.5;"nucleus";0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;"false"
"G235033";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.6;"nucleus";0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;"true"
"G235001";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.9999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G234414";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.9999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G235795";"nucleus";0.5;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"cytoplasm";0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;"false"
"G235719";"plasmamembrane";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"vacuole";0.0;0.0;0.7999999999999999;0.0;0.0;0.0;0.2;0.0;"false"
"G234226";"golgi";0.0;"?";0.2;0.0;0.0;0.0;0.0;0.0;0.0;"vacuole";0.0;0.1;0.5;0.0;0.2;0.0;0.0;0.0;"false"
"G234203";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.9999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G234704";"cytoplasm";0.4;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"cytoplasm";0.0;0.0;0.0;0.2;0.4;0.0;0.0;0.0;"true"
"G235104";"cytoskeleton";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.4;"cytoplasm";0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;"false"
"G234389";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.9999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G234125";"golgi";0.4;"?";0.0;0.0;0.0;0.0;0.0;0.30000000000000004;0.0;"plasma membrane";0.0;0.0;0.0;0.0;0.30000000000000004;0.0;0.0;0.0;"false"
"G234651";"transportvesicles";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.4;"nucleus";0.0;0.0;0.0;0.30000000000000004;0.0;0.0;0.30000000000000004;0.0;"false"
"G235001";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.9999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G236523";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"mitochondria";0.6;0.0;0.0;0.0;0.4;0.0;0.0;0.0;"false"
"G235916";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.7;"nucleus";0.0;0.0;0.0;0.0;0.30000000000000004;0.0;0.0;0.0;"true"
"G234651";"transportvesicles";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.4;"nucleus";0.0;0.0;0.0;0.30000000000000004;0.0;0.0;0.30000000000000004;0.0;"false"
"G235328";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.7999999999999999;"nucleus";0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G237387";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.2;0.7999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G235587";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.9999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G234570";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.4;"cytoplasm";0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;"false"
"G234794";"mitochondria";0.1;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"mitochondria";0.6;0.0;0.0;0.0;0.30000000000000004;0.0;0.0;0.0;"true"
"G235224";"er";0.9999999999999999;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"plasma membrane";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"false"
"G234618";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.9999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G239913";"plasmamembrane";0.2;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.4;"cytoplasm";0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;"false"
"G234394";"cytoskeleton";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.7999999999999999;0.2;"cytoskeleton";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G235804";"golgi";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"vacuole";0.0;0.2;0.6;0.0;0.2;0.0;0.0;0.0;"false"
"G235096";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.7;"nucleus";0.0;0.0;0.0;0.0;0.30000000000000004;0.0;0.0;0.0;"true"
"G234385";"mitochondria";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"mitochondria";0.9999999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G234203";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.9999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G234905";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.30000000000000004;"cytoplasm";0.0;0.0;0.0;0.0;0.7;0.0;0.0;0.0;"false"
"G234365";"plasmamembrane";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"cytoplasm";0.0;0.0;0.0;0.0;0.9999999999999999;0.0;0.0;0.0;"false"
"G235291";"golgi";0.2;"?";0.0;0.0;0.0;0.0;0.0;0.30000000000000004;0.0;"vacuole";0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;"false"
"G235118";"cytoplasm";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"cytoplasm";0.0;0.0;0.0;0.0;0.9999999999999999;0.0;0.0;0.0;"true"
"G235405";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.9999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G235325";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.9999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G235354";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.7999999999999999;"nucleus";0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G239911";"cytoplasm";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.1;0.8999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"false"
"G237375";"cytoplasm";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.9999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"false"
"G239974";"peroxisome";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.30000000000000004;0.0;"mitochondria";0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"false"
"G234743";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"cytoplasm";0.0;0.0;0.0;0.0;0.9999999999999999;0.0;0.0;0.0;"false"
"G234299";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.9999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G234739";"cytoplasm";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.6;"nucleus";0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;"false"
"G235150";"er";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.30000000000000004;0.4;"nucleus";0.0;0.0;0.0;0.0;0.30000000000000004;0.0;0.0;0.0;"false"
"G235033";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.9999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G235748";"mitochondria";0.4;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.6;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"false"
"G235507";"cytoskeleton";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.9999999999999999;0.0;"cytoskeleton";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G238723";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.6;"nucleus";0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;"true"
"G234247";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.4;0.6;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G234414";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.9999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G235354";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.5;"cytoplasm";0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;"false"
"G235794";"nucleus";0.5;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"plasma membrane";0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;"false"
"G234161";"cytoskeleton";0.1;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.30000000000000004;"cytoplasm";0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;"false"
"G235354";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.8999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;"true"
"G234641";"cytoskeleton";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.1;0.8999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"false"
"G234226";"golgi";0.0;"?";0.4;0.0;0.0;0.0;0.0;0.0;0.2;"cytoplasm";0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;"false"
"G235538";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.9999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G234247";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.9999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G235794";"nucleus";0.5;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"plasma membrane";0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;"false"
"G235794";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.4;"golgi";0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;"false"
"G235778";"cytoplasm";0.5;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"plasma membrane";0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;"false"
"G234741";"mitochondria";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.6;"nucleus";0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;"false"
"G234161";"cytoskeleton";0.1;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.30000000000000004;"cytoplasm";0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;"false"
"G235537";"cytoplasm";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.2;"cytoplasm";0.0;0.0;0.0;0.0;0.7999999999999999;0.0;0.0;0.0;"true"
"G235354";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.8999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;"true"
"G238898";"cytoplasm";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"cytoplasm";0.0;0.0;0.0;0.0;0.9999999999999999;0.0;0.0;0.0;"true"
"G238898";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.0;"cytoplasm";0.0;0.0;0.0;0.0;0.9999999999999999;0.0;0.0;0.0;"false"
"G234579";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.9999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
"G235081";"cytoplasm";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.30000000000000004;0.2;"cytoskeleton";0.30000000000000004;0.0;0.0;0.0;0.2;0.0;0.0;0.0;"false"
"G235097";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.6;0.30000000000000004;"cytoskeleton";0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;"false"
"G235454";"mitochondria";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.6;0.0;"cytoskeleton";0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"false"
"G234213";"golgi";0.0;"?";0.4;0.0;0.0;0.0;0.0;0.2;0.0;"cytoplasm";0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;"false"
"G235233";"nucleus";0.0;"?";0.0;0.0;0.0;0.0;0.0;0.0;0.9999999999999999;"nucleus";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"true"
